id,name,oscar,highest,lowest,birth,place,movie1_title,movie1_tomato,movie1_audience,movie1_release,movie1_director,movie2_title,movie2_tomato,movie2_audience,movie2_release,movie2_director,movie3_title,movie3_tomato,movie3_audience,movie3_release,movie3_director,movie4_title,movie4_tomato,movie4_audience,movie4_release,movie4_director,movie5_title,movie5_tomato,movie5_audience,movie5_release,movie5_director,movie6_title,movie6_tomato,movie6_audience,movie6_release,movie6_director,movie7_title,movie7_tomato,movie7_audience,movie7_release,movie7_director,movie8_title,movie8_tomato,movie8_audience,movie8_release,movie8_director,movie9_title,movie9_tomato,movie9_audience,movie9_release,movie9_director,movie10_title,movie10_tomato,movie10_audience,movie10_release,movie10_director
258,F. Murray Abraham, Won 1 Oscar., All the President's Men (1976), The Bridge of San Luis Rey (2004)," Oct 24, 1939"," Pittsburgh, Pennsylvania, USA", All the President's Men,94,92,1976, Alan J. Pakula, Amadeus,93,95,1984, Milos Forman, Inside Llewyn Davis,92,74,2013, Joel Coen, The Grand Budapest Hotel,92,86,2014, Wes Anderson, Every Act of Life,91,100,2018, Jeff Kaufman, How to Train Your Dragon: The Hidden World,90,86,2019, Dean DeBlois, Isle of Dogs,90,87,2018, Wes Anderson, The Big Fix,86,51,1978, Jeremy Paul Kagan, Scarface,82,93,1983, Brian De Palma, Children of the Revolution,80,71,1996, Peter Duncan
259,Richard Dreyfuss, Won 1 Oscar., The Shark Is Still Working (2006), Paranoia (2013)," Oct 29, 1947"," Brooklyn, New York, USA", Fail Safe,100,79,2000, Stephen Frears, The Shark Is Still Working,100,94,2006, Erik Hollander, Jaws,98,90,1975, Steven Spielberg, American Graffiti,96,84,1973, George Lucas, Quiz Show,96,87,1994, Robert Redford, Close Encounters of the Third Kind,94,85,1977, Steven Spielberg, Dillinger,93,74,1973, John Milius, The Apprenticeship of Duddy Kravitz,93,72,1974, Ted Kotcheff, James and the Giant Peach,91,66,1996, Henry Selick, The American President,91,77,1995, Rob Reiner
260,Peter Finch, Won 1 Oscar., Network (1976), Judith (1966)," Sep 28, 1916"," London, England, UK", Network,91,93,1976, Sidney Lumet, The Red Tent,89,66,1971, Mikhail Kalatozov, The Nun's Story,88,82,1959, Fred Zinnemann," Sunday, Bloody Sunday",86,71,1971, John Schlesinger, The Flight of the Phoenix,86,81,1965, Robert Aldrich, Pursuit of the Graf Spee,82,72,1956, Michael Powell, Girl With Green Eyes,80,60,1964, Desmond Davis, The Pumpkin Eater,67,72,1964, Jack Clayton, Far From the Madding Crowd,64,76,1967, John Schlesinger, Elephant Walk,60,50,1954, William Dieterle
261,Art Carney, Won 1 Oscar., The Late Show (1977), Roadie (1980)," Nov 04, 1918"," Mount Vernon, New York, USA", The Late Show,90,80,1977, Robert Benton, Harry and Tonto,83,81,1974, Paul Mazursky, The Muppets Take Manhattan,83,76,1984, Frank Oz, Going in Style,82,73,1979, Martin Brest, Last Action Hero,38,47,1993, John McTiernan, Firestarter,37,53,1984, Mark L. Lester, House Calls,25,48,1978, Howard Zieff," Won Ton Ton, the Dog Who Saved Hollywood",20,60,1975, Michael Winner, Roadie,14,56,1980, Alan Rudolph, Alcatraz: The Whole Shocking Story,Not Available,Not Available,1980, Paul Krasny
262,Cliff Robertson, Won 1 Oscar., The Best Man (1964), Renaissance Man (1994)," Sep 09, 1923"," La Jolla, California, USA", Sunday in New York,100,77,1963, Peter Tewksbury, The Best Man,100,89,1964, Franklin J. Schaffner, Spider-Man 2,93,82,2004, Sam Raimi, Spider-Man,90,67,2002, Sam Raimi, Autumn Leaves,89,Not Available,1956, Robert Aldrich, Three Days of the Condor,87,83,1975, Sydney Pollack, Star 80,86,70,1983, Bob Fosse, The Naked and the Dead,83,38,1958, Raoul Walsh, Obsession,73,59,1976, Brian De Palma, The Great Northfield Minnesota Raid,73,44,1972, Philip Kaufman
263,Lee Marvin, Won 1 Oscar., You're in the Navy Now (1951), Not as a Stranger (1955)," Feb 19, 1924"," New York, New York, USA", Attack!,100,77,1956, Robert Aldrich, Seven Men From Now,100,81,1956, Budd Boetticher, The Big Heat,100,90,1953, Fritz Lang, The Comancheros,100,75,1961, Michael Curtiz, You're in the Navy Now,100,40,1951, Henry Hathaway, Bad Day at Black Rock,97,88,1955, John Sturges, The Man Who Shot Liberty Valance,94,92,1962, John Ford, Point Blank,92,84,1967, John Boorman, The Caine Mutiny,92,87,1954, Edward Dmytryk, The Iceman Cometh,91,75,1973, John Frankenheimer
264,Rex Harrison, Won 1 Oscar., The Ghost and Mrs. Muir (1947), Doctor Dolittle (1967)," Mar 05, 1908"," Huyton, Lancashire, England, UK", The Ghost and Mrs. Muir,100,88,1947, Joseph L. Mankiewicz, My Fair Lady,95,90,1964, George Cukor, Major Barbara,93,55,1941, Gabriel Pascal, Unfaithfully Yours,93,86,1948, Preston Sturges, Night Train to Munich,89,73,1940, Carol Reed, The Citadel,89,73,1938, King Vidor, Anna and the King of Siam,88,67,1946, John Cromwell, The Agony and the Ecstasy,86,78,1965, Carol Reed, Midnight Lace,83,75,1960, David Miller, Blithe Spirit,77,75,1945, David Lean
265,Anthony Quinn, Won 2 Oscars., The World in His Arms (1952), Mobsters (1991)," Apr 21, 1915"," Chihuahua, Mexico", Blood and Sand,100,68,1941, Rouben Mamoulian, Road to Singapore,100,68,1940, Victor Schertzinger, The World in His Arms,100,58,1952, Raoul Walsh, The Road,98,93,1954, Federico Fellini, Lawrence of Arabia,95,93,1962, David Lean, Requiem for a Heavyweight,92,89,1962, Ralph Nelson, Road to Morocco,92,77,1942, David Butler, The Guns of Navarone,92,86,1961, J. Lee Thompson, Lust for Life,91,81,1956, Vincente Minnelli, The Ox-Bow Incident,91,91,1943, William Wellman
266,Maximilian Schell, Won 1 Oscar., Marlene (1984)," Krakatoa, East of Java (1969)"," Dec 08, 1930"," Vienna, Austria", Marlene,100,98,1984, Maximilian Schell, Judgment at Nuremberg,91,93,1961, Stanley Kramer, Topkapi,90,67,1964, Jules Dassin, Julia,76,71,1977, Fred Zinnemann, Cross of Iron,75,87,1977, Sam Peckinpah, The Chosen,75,79,1981, Jeremy Paul Kagan, The Young Lions,71,77,1958, Edward Dmytryk, The Brothers Bloom,68,64,2008, Rian Johnson, Festival in Cannes,65,34,2001, Henry Jaglom, A Bridge Too Far,64,86,1977, Richard Attenborough
267,Tom Hardy, Nominated for 1 Oscar., From the Ashes (2011), Dot the I (2003)," Sep 15, 1977"," Hammersmith, London, England, UK", From the Ashes,100,82,2011, James Erskine, Mad Max: Fury Road,97,86,2015, George Miller, Trophy,96,80,2017, Shaul Schwarz, Dunkirk,92,81,2017, Christopher Nolan, Locke,90,72,2013, Steven Knight, The Drop,89,76,2014, Michaël R. Roskam, Inception,87,91,2010, Christopher Nolan, The Dark Knight Rises,87,90,2012, Christopher Nolan, Tinker Tailor Soldier Spy,83,65,2011, Tomas Alfredson, Warrior,83,92,2011, Gavin O'Connor
268,David Niven, Won 1 Oscar., The Prisoner of Zenda (1937), Trail of the Pink Panther (1982)," Mar 01, 1910"," London, England, UK", Bachelor Mother,100,88,1939, Garson Kanin, The Prisoner of Zenda,100,80,1937, John Cromwell, The Way Ahead,100,72,1944, Carol Reed, Stairway to Heaven,97,93,1946, Michael Powell, Wuthering Heights,96,85,1939, William Wyler, Barbary Coast,92,47,1935, Howard Hawks, The Guns of Navarone,92,86,1961, J. Lee Thompson, Dodsworth,90,86,1936, William Wyler, The Pink Panther,88,78,1963, Blake Edwards, Bonjour Tristesse,86,68,1958, Otto Preminger
269,William Hurt, Won 1 Oscar., Second Best (1994), Days and Nights (2013)," Mar 20, 1950"," Washington, D.C., USA", Second Best,100,79,1994, Chris Menges, Body Heat,98,80,1981, Lawrence Kasdan, Broadcast News,98,79,1987, James L. Brooks, Smoke,93,89,1995, Wayne Wang, The Challenger Disaster,92,82,2013, James Hawes, Captain America: Civil War,90,89,2016, Anthony Russo, Fire in the Blood,90,88,2012, Dylan Mohan Gray, One True Thing,89,71,1998, Carl Franklin, Until the End of the World,88,89,1991, Wim Wenders, A History of Violence,87,76,2005, David Cronenberg
270,Yul Brynner, Won 1 Oscar., The King and I (1956), Return of the Seven (1966)," Jul 11, 1920"," Vladivostok, Primorsky Province, Russia", The King and I,96,83,1956, Walter Lang, Anastasia,92,78,1956, Anatole Litvak, The Ten Commandments,90,87,1956, Cecil B. DeMille, The Magnificent Seven,89,87,1960, John Sturges, Westworld,88,70,1973, Michael Crichton, Testament of Orpheus,86,83,1960, Jean Cocteau, Morituri,75,71,1965, Bernhard Wicki, Futureworld,36,30,1976, Richard T. Heffron, The Ultimate Warrior,33,34,1975, Robert Clouse, The Brothers Karamazov,30,59,1958, Richard Brooks
271,Ernest Borgnine, Won 1 Oscar., Jubal (1956), When Time Ran Out (1980)," Jan 24, 1917"," Hamden, Connecticut, USA", All Quiet on the Western Front,100,69,1979, Delbert Mann, Jubal,100,78,1956, Delmer Daves, Marty,98,87,1955, Delbert Mann, Bad Day at Black Rock,97,88,1955, John Sturges, Johnny Guitar,93,85,1954, Nicholas Ray, From Here to Eternity,92,84,1953, Fred Zinnemann, The Wild Bunch,90,91,1969, Sam Peckinpah, Barabbas,89,66,1962, Richard Fleischer, Escape From New York,86,77,1981, John Carpenter, The Flight of the Phoenix,86,81,1965, Robert Aldrich
272,Benedict Cumberbatch, Nominated for 1 Oscar., The Tiger Who Came to Tea (2019), Zoolander No. 2 (2016)," Jul 19, 1976"," London, England, UK", The Tiger Who Came to Tea,100,Not Available,2019, Robin Shaw, 12 Years a Slave,95,90,2013, Steve McQueen, Avengers: Endgame,94,90,2019, Anthony Russo, Thor: Ragnarok,93,87,2017, Taika Waititi, Wreckers,92,54,2011, D.R. Hood, Starter for 10,90,66,2006, Tom Vaughan,1917,89,88,2019, Sam Mendes, Doctor Strange,89,85,2016, Scott Derrickson, Jerusalem,89,81,2013, Daniel Ferguson, The Imitation Game,89,91,2014, Morten Tyldum
273,Rod Steiger, Won 1 Oscar., Jubal (1956), The Specialist (1994)," Apr 14, 1925"," Westhampton, New York, USA", Jubal,100,78,1956, Delmer Daves, The Court-Martial of Billy Mitchell,100,62,1955, Otto Preminger, The Harder They Fall,100,80,1956, Mark Robson, On the Waterfront,99,95,1954, Elia Kazan, In the Heat of the Night,95,92,1967, Norman Jewison, A Fistful of Dynamite,92,83,1971, Sergio Leone, No Way to Treat a Lady,89,74,1968, Jack Smight, The Big Knife,89,58,1955, Robert Aldrich, Oklahoma!,88,75,1955, Fred Zinnemann, The Longest Day,87,90,1962, Ken Annakin
274,Anna Kendrick, Nominated for 1 Oscar., 50/50 (2011), Get a Job (2016)," Aug 09, 1985"," Portland, Maine, USA", 50/50,93,88,2011, Jonathan Levine, Up in the Air,90,79,2009, Jason Reitman, ParaNorman,89,72,2012, Chris Butler, End of Watch,85,86,2012, David Ayer, A Simple Favor,84,73,2018, Paul Feig, Drinking Buddies,84,49,2013, Joe Swanberg, Rocket Science,84,72,2007, Jeffrey Blitz, Scott Pilgrim vs. the World,82,84,2010, Edgar Wright, Pitch Perfect,81,83,2012, Jason Moore, Happy Christmas,76,37,2014, Joe Swanberg
275,Emily Watson, Nominated for 2 Oscars., The Dresser (2015), Happy Family (2017)," Jan 14, 1967"," Islington, London, England, UK", The Dresser,100,60,2015, Richard Eyre, King Lear,91,64,2018, Richard Eyre, Hilary and Jackie,88,83,1998, Not Available, Gosford Park,86,78,2001, Robert Altman, Breaking the Waves,85,91,1996, Lars von Trier, The Proposition,85,85,2005, John Hillcoat, Belle,84,82,2013, Amma Asante, Testament of Youth,84,78,2014, James Kent, Tim Burton's Corpse Bride,84,77,2005, Tim Burton, The Boxer,80,74,1997, Jim Sheridan
276,Helena Bonham Carter, Nominated for 2 Oscars., A Room With a View (1986), Till Human Voices Wake Us (2002)," May 26, 1966"," London, England, UK", A Room With a View,100,85,1986, James Ivory, Burton and Taylor,100,60,2013, Richard Laxton, Night Will Fall,100,93,2014, André Singer, Harry Potter and the Deathly Hallows: Part 2,96,89,2011, David Yates, Wallace & Gromit: The Curse of the Were-Rabbit,95,79,2005, Steve Box, Howards End,94,82,1992, James Ivory, The King's Speech,94,92,2010, Tom Hooper, Enola Holmes,91,70,2020, Harry Bradbeer, Sgt. Stubby: An American Hero,89,92,2018, Richard Lanni, Sweeney Todd: The Demon Barber of Fleet Street,86,81,2007, Tim Burton
277,Keira Knightley, Nominated for 2 Oscars., The Imitation Game (2014), Silk (2007)," Mar 26, 1985"," Teddington, Middlesex, England, UK", The Imitation Game,89,91,2014, Morten Tyldum, Colette,87,69,2018, Wash Westmoreland, Pride & Prejudice,86,89,2005, Joe Wright, Bend It Like Beckham,85,73,2002, Gurinder Chadha, Misbehaviour,85,52,2020, Philippa Lowthorpe, Atonement,83,80,2007, Joe Wright, Begin Again,83,81,2013, John Carney, Official Secrets,82,89,2019, Gavin Hood, Pirates of the Caribbean: The Curse of the Black Pearl,79,86,2003, Gore Verbinski, A Dangerous Method,78,50,2011, David Cronenberg
278,Alexis Thorpe, No Significant Award Wins or Nominations., The Man From Earth (2007), National Lampoon's Pledge This! (2006)," Apr 19, 1980"," Newport Beach, California, USA", The Man From Earth,100,85,2007, Richard Schenkman, The Forsaken,7,41,2001, J.S. Cardone, National Lampoon's Pledge This!,0,18,2006, William Heins, Nightmare City 2035,Not Available,13,2007, Terence H. Winkless, Pretty Cool,Not Available,Not Available,2001, Rolfe Kanefsky, Not available, Not Available, Not Available, Not Available, Not Available, Not available, Not Available, Not Available, Not Available, Not Available, Not available, Not Available, Not Available, Not Available, Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
279,Marion Davies, No Significant Award Wins or Nominations., Show People (1928), The Hollywood Revue (1929)," Jan 03, 1897"," Brooklyn, New York, USA", Show People,90,87,1928, King Vidor, Going Hollywood,80,50,1933, Raoul Walsh, The Hollywood Revue,43,22,1929, Charles Riesner, Beauty's Worth,Not Available,Not Available,1922, Robert G. Vignola, Blondie of the Follies,Not Available,50,1932, Edmund Goulding, Cain and Mabel,Not Available,57,1936, Lloyd Bacon, Enchantment,Not Available,Not Available,1921, Robert G. Vignola, Ever Since Eve,Not Available,88,1937, Lloyd Bacon, Five and Ten,Not Available,Not Available,1931, Robert Z. Leonard, Hearts Divided,Not Available,Not Available,1936, Frank Borzage
280,Scarlett Johansson, Nominated for 2 Oscars., Lost in Translation (2003), The Spirit (2008)," Nov 22, 1984"," New York, New York, USA", Lost in Translation,95,85,2003, Sofia Coppola, Avengers: Endgame,94,90,2019, Anthony Russo, Floyd Norman: An Animated Life,94,74,2016, Michael Fiore, Her,94,82,2013, Spike Jonze, Marriage Story,94,85,2019, Noah Baumbach, The Jungle Book,94,86,2016, Jon Favreau, Ghost World,93,84,2001, Terry Zwigoff, Marvel's the Avengers,91,91,2012, Joss Whedon, Captain America: Civil War,90,89,2016, Anthony Russo, Captain America: The Winter Soldier,90,92,2014, Anthony Russo
281,Dakota Fanning, No Significant Award Wins or Nominations., My Neighbor Totoro (1988), Hansel & Gretel (2002)," Feb 23, 1994"," Conyers, Georgia, USA", My Neighbor Totoro,94,94,1988, Hayao Miyazaki, Coraline,90,73,2009, Henry Selick, Night Moves,86,42,2013, Kelly Reichardt, Once Upon a Time... In Hollywood,85,70,2019, Quentin Tarantino, Charlotte's Web,78,62,2006, Gary Winick, Nine Lives,75,67,2005, Rodrigo Garcia, War of the Worlds,75,42,2005, Steven Spielberg, In the Realms of the Unreal,70,78,2004, Jessica Yu, The Motel Life,70,43,2012, Alan Polsky, Ocean's 8,69,45,2018, Gary Ross
282,Jennifer Aniston, Won 1 Golden Globe., The Iron Giant (1999), 'Til There Was You (1997)," Feb 11, 1969"," Sherman Oaks, California, USA", The Iron Giant,96,90,1999, Brad Bird, Dumplin',86,73,2018, Anne Fletcher, The Good Girl,82,59,2002, Miguel Arteta, Office Space,80,93,1999, Mike Judge, Friends With Money,72,40,2006, Nicole Holofcener, Horrible Bosses,69,70,2011, Seth Gordon, Life of Crime,68,37,2013, Daniel Schechter, Storks,65,62,2016, Nicholas Stoller, Marley & Me,62,75,2008, David Frankel, She's the One,61,41,1996, Edward Burns
283,Jennifer Connelly, Won 1 Oscar., Spider-Man: Homecoming (2017), Virginia (2010)," Dec 12, 1970"," Cairo, New York, United States", Spider-Man: Homecoming,92,87,2017, Jon Watts, Only the Brave,87,91,2017, Joseph Kosinski, Little Children,80,82,2006, Todd Field, Pollock,80,74,2000, Ed Harris, Requiem for a Dream,79,93,2000, Darren Aronofsky, Creepers,76,68,1985, Dario Argento, Dark City,76,85,1998, Alex Proyas, Noah,76,41,2014, Darren Aronofsky, A Beautiful Mind,74,93,2001, Ron Howard, House of Sand and Fog,74,83,2003, Vadim Perelman
284,Rachel McAdams, Nominated for 1 Oscar., Spotlight (2015), Aloha (2015)," Nov 17, 1978"," London, Ontario, Canada", Spotlight,97,93,2015, Tom McCarthy, Midnight in Paris,93,83,2011, Woody Allen, The Little Prince,93,84,2015, Mark Osborne, Doctor Strange,89,85,2016, Scott Derrickson, A Most Wanted Man,86,65,2014, Anton Corbijn, Game Night,85,77,2018, John Francis Daley, Disobedience,84,75,2017, Sebastián Lelio, Mean Girls,84,66,2004, Mark Waters, State of Play,84,73,2009, Kevin Macdonald, Red Eye,79,64,2005, Wes Craven
285,Carey Mulligan, Nominated for 2 Oscars., Mudbound (2017), The Great Gatsby (2013)," May 28, 1985"," Westminster, London, England, UK", Mudbound,97,84,2017, Dee Rees, An Education,93,80,2009, Lone Scherfig, Wildlife,93,73,2018, Paul Dano, Drive,92,79,2011, Nicolas Winding Refn, Inside Llewyn Davis,92,74,2013, Joel Coen, Promising Young Woman,90,88,2020, Emerald Fennell, The Dig,88,79,2021, Simon Stone, Pride & Prejudice,86,89,2005, Joe Wright, Far From the Madding Crowd,84,75,2015, Thomas Vinterberg, Shame,79,75,2011, Steve McQueen
286,Mila Kunis, Nominated for 1 Golden Globe., Gia (1998), American Psycho II: All American Girl (2002)," Aug 14, 1983"," Kiev, Ukraine, Soviet Union", Gia,92,82,1998, Michael Cristofer, Black Swan,85,84,2010, Darren Aronofsky, Forgetting Sarah Marshall,83,76,2008, Nicholas Stoller, Ted,69,73,2012, Seth MacFarlane, Friends With Benefits,68,65,2011, Will Gluck, Date Night,66,55,2010, Shawn Levy, Extract,62,38,2009, Mike Judge, Family Guy Presents: It's a Trap,60,61,2010, Peter Shin, Bad Moms,58,63,2016, Jon Lucas, Oz the Great and Powerful,57,56,2013, Sam Raimi
287,Amanda Seyfried, Nominated for 1 Oscar., First Reformed (2017), The Big Wedding (2013)," Dec 03, 1985"," Allentown, Pennsylvania, USA", First Reformed,93,68,2017, Paul Schrader, Mean Girls,84,66,2004, Mark Waters, While We're Young,84,51,2014, Noah Baumbach, Mank,83,60,2020, David Fincher, Mamma Mia! Here We Go Again,79,65,2018, Ol Parker, Nine Lives,75,67,2005, Rodrigo Garcia, Les Misérables,70,79,2012, Tom Hooper, Epic,65,65,2013, Chris Wedge, A Bag of Hammers,62,66,2011, Brian Crano, The End of Love,59,47,2012, Mark Webber
288,Jennifer Lopez, Nominated for 2 Golden Globes., Out of Sight (1998), Gigli (2003)," Jul 24, 1969"," Bronx, New York, USA", Out of Sight,93,74,1998, Steven Soderbergh, Antz,92,52,1998, Eric Darnell, Hustlers,87,65,2019, Lorene Scafaria, My Family/Mi Familia,85,88,1995, Gregory Nava, Selena,65,77,1997, Gregory Nava, Blood and Wine,61,35,1996, Bob Rafelson, U-Turn,61,62,1997, Oliver Stone, An Unfinished Life,52,67,2005, Lasse Hallström, Home,51,64,2015, Tim Johnson, Shall We Dance?,47,57,2004, Peter Chelsom
289,Neve Campbell, No Significant Award Wins or Nominations., Panic (2000), 54 (1998)," Oct 03, 1973"," Guelph, Ontario, Canada", Panic,91,62,2000, Henry Bromell, Seduced and Abandoned,84,62,2013, James Toback, Scream 2,81,57,1997, Wes Craven, Scream,79,79,1996, Wes Craven, Clouds,76,91,2020, Justin Baldoni, Reefer Madness,75,87,2005, Andy Fickman, The Company,72,49,2003, Robert Altman, Castle in the Ground,67,58,2019, Joey Klein, The Outsider,65,43,2005, Nicholas Jarecki, The Lion King II: Simba's Pride,62,60,1998, Darrell Rooney
290,Fairuza Balk, No Significant Award Wins or Nominations., Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau (2014), Deuces Wild (2002)," May 21, 1974"," Point Reyes, California, USA", Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,100,87,2014, David Gregory, Almost Famous,89,92,2000, Cameron Crowe, Bad Lieutenant: Port of Call New Orleans,86,57,2009, Werner Herzog, American History X,83,96,1998, Tony Kaye, Gas Food Lodging,81,74,1992, Allison Anders, Beyond Clueless,79,42,2014, Charlie Lyne, Blood Into Wine,71,77,2010, Ryan Page, Personal Velocity: Three Portraits,69,61,2002, Rebecca Miller, Wild Tigers I Have Known,67,60,2006, Cam Archer, Humboldt County,60,59,2008, Darren Grodsky
291,Jessica Alba, Nominated for 1 Golden Globe., Stretch (2014), An Invisible Sign (2010)," Apr 28, 1981"," Pomona, California, USA", Stretch,88,63,2014, Joe Carnahan, Sin City,77,78,2005, Robert Rodriguez, Machete,72,63,2010, Robert Rodriguez, Never Been Kissed,55,69,1999, Raja Gosnell, The Killer Inside Me,55,40,2010, Michael Winterbottom, A.C.O.D.,52,28,2013, Stuart Zicherman, Frank Miller's Sin City: A Dame to Kill For,43,44,2014, Robert Rodriguez, El Camino Christmas,40,39,2017, David E. Talbert, Fantastic Four: Rise of the Silver Surfer,37,51,2007, Tim Story, Escape From Planet Earth,35,54,2013, Cal Brunker
292,Kristen Stewart, No Significant Award Wins or Nominations.," Love, Antosha (2019)", Cold Creek Manor (2003)," Apr 09, 1990"," Los Angeles, California, USA"," Love, Antosha",97,94,2019, Garret Price, Certain Women,92,51,2016, Kelly Reichardt, Clouds of Sils Maria,90,65,2014, Olivier Assayas, Adventureland,89,61,2009, Greg Mottola, Still Alice,85,85,2014, Richard Glatzer, Happiest Season,83,76,2020, Clea DuVall, Into the Wild,83,89,2007, Sean Penn, Personal Shopper,81,52,2016, Olivier Assayas, Zathura,76,51,2005, Jon Favreau, Camp X-Ray,75,63,2014, Peter Sattler
293,Julie Walters, Nominated for 2 Oscars., Paddington 2 (2017), The Queen's Corgi (2019)," Feb 22, 1950"," Birmingham, West Midlands, England, UK", Paddington 2,100,88,2017, Paul King, Brooklyn,97,87,2015, John Crowley, Paddington,97,80,2014, Paul King, Harry Potter and the Deathly Hallows: Part 2,96,89,2011, David Yates, Prick Up Your Ears,94,79,1987, Stephen Frears, Wild Rose,92,87,2018, Tom Harper, Harry Potter and the Prisoner of Azkaban,90,86,2004, Alfonso Cuarón, Dancer,85,89,2000, Stephen Daldry, Harry Potter and the Half-Blood Prince,84,78,2009, David Yates, Titanic Town,84,82,1998, Roger Michell
294,Rooney Mara, Nominated for 2 Oscars., Kubo and the Two Strings (2016), A Nightmare on Elm Street (2010)," Apr 17, 1985"," Bedford, New York, USA", Kubo and the Two Strings,97,86,2016, Travis Knight, The Social Network,96,86,2010, David Fincher, Carol,94,74,2015, Todd Haynes, Her,94,82,2013, Spike Jonze, A Ghost Story,91,66,2017, David Lowery, The Girl With the Dragon Tattoo,87,86,2011, David Fincher, Lion,84,91,2016, Garth Davis, Side Effects,81,70,2013, Steven Soderbergh, Ain't Them Bodies Saints,77,61,2013, David Lowery," Don't Worry, He Won't Get Far on Foot",77,75,2018, Gus Van Sant
295,Jamie Lee Curtis, Won 2 Golden Globes., Knives Out (2019), Christmas With the Kranks (2004)," Nov 22, 1958"," Los Angeles, California, USA", Knives Out,97,92,2019, Rian Johnson, Halloween,96,89,1978, John Carpenter, A Fish Called Wanda,95,84,1988, Charles Crichton, Road Games,91,62,1981, Richard Franklin, 78/52,88,79,2017, Alexandre O. Philippe, Freaky Friday,88,57,2003, Mark Waters, Trading Places,88,84,1983, John Landis, Daddy and Them,86,54,2001, Billy Bob Thornton, Best Summer Ever,80,100,2020, Michael Parks Randa, Dominick and Eugene,80,72,1988, Robert M. Young
296,Emma Stone, Won 1 Oscar., The Favourite (2018), Movie 43 (2013)," Nov 06, 1988"," Scottsdale, Arizona, USA", The Favourite,93,69,2018, Yorgos Lanthimos, Birdman or (The Unexpected Virtue of Ignorance),91,77,2014, Alejandro González Iñárritu, La La Land,91,81,2016, Damien Chazelle, Zombieland,89,86,2009, Ruben Fleischer, Superbad,88,87,2007, Greg Mottola, Battle of the Sexes,85,71,2017, Valerie Faris, Easy A,85,77,2010, Will Gluck," Crazy, Stupid, Love.",79,78,2011, Glenn Ficarra, The Croods: A New Age,77,94,2020, Joel Crawford, The Help,76,89,2011, Tate Taylor
297,Kirsten Dunst, Nominated for 3 Golden Globes., Kiki's Delivery Service (1989), Kaena: The Prophecy (2003)," Apr 30, 1982"," Point Pleasant, New Jersey, USA", Kiki's Delivery Service,98,88,1989, Hayao Miyazaki, Hidden Figures,93,93,2016, Theodore Melfi, Spider-Man 2,93,82,2004, Sam Raimi, Eternal Sunshine of the Spotless Mind,92,94,2004, Michel Gondry, Little Women,92,84,1994, Gillian Armstrong, Spider-Man,90,67,2002, Sam Raimi, Anastasia,86,77,1997, Don Bluth, Wag the Dog,85,76,1997, Barry Levinson, Midnight Special,83,67,2016, Jeff Nichols, Melancholia,80,67,2011, Lars von Trier
298,José Ferrer,Won 1 Oscar., Lawrence of Arabia (1962), The Swarm (1978)," Jan 08, 1912"," Santurce, Puerto Rico", Lawrence of Arabia,95,93,1962, David Lean, The Caine Mutiny,92,87,1954, Edward Dmytryk, Whirlpool,92,62,1949, Otto Preminger, Joan of Arc,89,54,1948, Victor Fleming, Voyage of the Damned,83,53,1976, Stuart Rosenberg, Nine Hours to Rama,80,50,1963, Mark Robson, A Midsummer Night's Sex Comedy,77,57,1982, Woody Allen, Cyrano de Bergerac,75,81,1950, Michael Gordon, Ship of Fools,72,78,1965, Stanley Kramer, Crisis,71,50,1950, Richard Brooks
299,Broderick Crawford,Won 1 Oscar., Beau Geste (1939), Not as a Stranger (1955)," Dec 09, 1911"," Philadelphia, Pennsylvania, USA", Beau Geste,100,85,1939, William Wellman, Il bidone,100,79,1955, Federico Fellini, Scandal Sheet,100,85,1952, Phil Karlson, Born Yesterday,97,86,1950, George Cukor, All the King's Men,95,78,1949, Robert Rossen, Night People,86,Not Available,1954, Nunnally Johnson, The Mob,80,70,1951, Robert Parrish, A Little Romance,71,85,1979, George Roy Hill, Human Desire,53,71,1954, Fritz Lang, Dark Forces,40,47,1980, Simon Wincer
300,Ronald Colman,Won 1 Oscar., The Prisoner of Zenda (1937), Raffles (1930)," Feb 09, 1891"," Richmond, Surrey, England, UK", The Dark Angel,100,Not Available,1925, George Fitzmaurice, The Prisoner of Zenda,100,80,1937, John Cromwell, A Tale of Two Cities,93,84,1935, Jack Conway, Lost Horizon,93,83,1937, Frank Capra, Random Harvest,90,88,1942, Mervyn LeRoy, Arrowsmith,89,40,1931, John Ford, The Talk of the Town,88,84,1942, George Stevens, A Double Life,75,66,1947, George Cukor, Around the World in 80 Days,69,57,1956, Michael Anderson, Raffles,60,69,1930, George Fitzmaurice
